Username;Review;Untruthful Opinion;Review on Brand Only;Non-Review;Review Length Short;Burstiness;Maximum Content Similarity;Extreme Rating
c*****f;Material yg dipakai sepatu ini 100% sama dg yg original. Ini produk original dg kekurangan mgkn gak lolos QC karena kerapian potongan,jahitan, lem yg hanya 99% (ga smpe 100 % ssi yg diminta brand). Tapi overall hrga sgitu dg build material ori dan fisik yg ada di foto sangat2 worth it. Tp pertimbangkan utk dijadikan kado dg embel2 asli....krn kardus no art, art sepatu ga tembus..tp brg bagus...ato kebetulan saya dpt yg bgs... :)... Penjual ramah dan fast respon..kurir cepat... Thanks seller.......Sukses selalu..., nice !!!;Asli;Palsu;Palsu;Palsu;Asli;Palsu;Palsu
c*****n;"Logo 3 bars bagian belakang tidak sama posisinya. Insole printing ortholite tp material bukan ortholite. Size labelnya Made in Indonesia """"SYF 04/23"""" ??? Tapi lumayan lah dgn hrga segitu. Makasiiiii";Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
choi_huda;Barang lumayan lah;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
chyntia323;Sukaa bgt sm sepatunya 😍 Tampilan bagus, dipakainya ringan banget banget, ga licin sm skali, yg pasti nyaman. Seneng sm seller nya yg super ramah, fast respon dan apa yg di tny dan di minta, dilayani baik bgt 😍 thanks seller ❤ Fyi : Sy biasa pakai insole 25.5 cm ini pakai sz 41 muat yaa.. Ukuran sepatunya pas mmg std kaki indo 💙💙 Oh yaa soal pengiriman nya jg gercep sat set bgt jempol lah utk toko ini 🥰;Asli;Palsu;Palsu;Palsu;Asli;Palsu;Palsu
ciciromansyah91;tidak sesuai dg pesanan;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
cristopher_rawung;Pesen 42, YG DATANG 43... HEDEHHH, YAA BESAR DONGGGG... TOLONG DI CROSSCHECK BENER2;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
d*****2;sesuai;Asli;Asli;Asli;Palsu;Palsu;Palsu;Palsu
d*****7;Biar ⭐ yg berbicara✨;Asli;Asli;Asli;Palsu;Palsu;Palsu;Palsu
d*****9;Sepatunya sesuai pesanan dan sesuai gambar, ori made in indonesia, penjual baik banget fast respon chatnya,makasih;Asli;Palsu;Palsu;Asli;Asli;Palsu;Palsu
d*****u;Sbnrnya mdelnya bagus tapi..lemmnya krg rapi;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
d.i_feri;Kirain adidas ternyata bukan😂😂semoga awet lah;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
dadansubhan;Sepatunya kereeen....;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
daengmusral96;Fast to Fast...Respon, Pengiriman dan Pelayanannya Ramah. Terimakasih...🙏🏻🙏🏻🙏🏻;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
dafitramahendra;Pesanan sesuai dan pengiriman nya cepat,;Asli;Asli;Palsu;Palsu;Asli;Palsu;Palsu
dani1778;bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
dapoernia;Baguss sepatu nya packing rapih dus ga penyot.. Makasih ya;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
darwisdanim;Ganti warna sesuai ketersediaan;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
deddyapri772;bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
dede.pramono;Mantap joooossss;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
derus6487;sudah d trima dngan baik,,pngiriman cepat barang sesuai,,ok lah untuk harga segitu,,trimakasih kerjasamnya sukses selalu;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
devadeva840;pesen warna hitam putih datangnya hitam oren mengecewakan;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
dewi.rahayu99;Pas,sesuai pesanan,bagus👍;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
dewinovi85329;Bagus realpict....;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
dhe_dhe85;Oke;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
diallam;Should send what we are order.its for businesses;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
dianrestiyani22;Barang Sesuai Pesanan, Bagus, Penjual jgbramah, Pengiriman Cepat...Mantap;Asli;Palsu;Palsu;Asli;Asli;Palsu;Palsu
dianwidya41;Aku saranin naikin satu size ygy;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
dicki80;Pertama beli ditoko ini,awalnya putih tapi gk ada,sellernya langsung cat klo kosong..mantap..trimkasih bosq;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
dika_m.not.impostor;sangat bagus tapi finishing nya sedikit agak kurang;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
dinamariyanah12345;Size 42 biasanya .tapi ini agak kekecilan;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
disewakanbahuku;Semoga awet;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
dudi804;lain kali saya order lagi di toko ini bagus sekali;Asli;Palsu;Asli;Palsu;Asli;Asli;Palsu
dwie_66;Sepatu bagus,mantap,tidak kecewa pesan di toko ini;Palsu;Palsu;Asli;Palsu;Asli;Asli;Palsu
edihmurdani;tidak puas dengan poto tali sepatu beda poko kurang bagus;Palsu;Asli;Asli;Palsu;Asli;Asli;Palsu
edrhi;Tidak sesuai dengan pesanan;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
edwieg;Mantul;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
egierentariq;Mantap..makasih 👍;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
egimarvel88;mantap Wkwk;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
ekamerta90;oke;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
ekasiti1210;Bagussssss kok. Aku langsung couplean sama my best;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
el_ha.7377;enak dipakai & harga pas dikantong;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
elfaz869;bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
embundeji;Agak kecewa sih dg hrga segitu, kirain kainnya keras tsrnyata lembek;Asli;Asli;Asli;Asli;Asli;Asli;Asli
endangsupriatna66;Bagus barangnya...cuman ukuran yg 42 terlalu pas;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
enitawati913;ok sesuai pesanan;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
erfantopurwo;mantab;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
erlanbako;Tidak sesuai dengan pesanan saya, beda warna sangat kecewa;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
ernytsm;Model bagus cuma sayang agak tipis bahan sepatunya dan dampar daleman sepatunya kurang rapi;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
erwansyah72;Barangx oke...;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
erwinsetiawan754;Uk order 41 tetapi barang diikirim uk 41 1/2 ...;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
evafebriani103;Suka banget, cepet bgt datang nya, respon toko nya baik banget, makasih seller👌🙏;Asli;Palsu;Palsu;Asli;Asli;Asli;Palsu
evayulia1706;Pas di cuci, lem nya lepas semuaa, harga segitu masa barang nya ga sesuai;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
exskaqwigj;Bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
f*****2;Barang sudah di bayar cash,tp pengiriman dr Expedisi nya lambat,lewat 1 hari dr jadwal yg di tentukan..;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
f*****o;Barang sampai sesuai harapan makasih seller;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
fahmi_rtj;Untuk unit BNIB ini sudah normal dengan harga segitu dengan kualitas ori, dari bahan sol dan body sepatu ini original, hanya di bagian tali dan alas bagian dalam yang diganti dengan kualitas dibawahnya (jujur talinya agak jelek tapi tidak masalah). Foto dengan unit jujur ini berbeda, terlihat dengan logo Adidas di bagian belakang sepatu yang hanya tersisa logo tidak ada tulisan adidasnya. Logo warna putih pada lidah sepatu berwarna hitam yang seharusnya berwarna putih, ada beberapa pengeleman sepatu yang juga kurang rapi, tapi untuk keseluruhan dengan harga 280.000 ini saya sudah cukup puas daripada harus beli sepatu KW atau sepatu sniker rajut. Saya yakin ini awet sih, saya kasih bintang 4 yak, terimakasih;Palsu;Asli;Asli;Palsu;Asli;Palsu;Asli
faizz995;"mantao bosku, jgn sekali"""" ragu sama toko kakaknya, sesuai sma yg di harapkan pkoknya, next order lg kalau ada artikel baru";Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
fajar_acoy;Kalitas lumayan,ada bagian yg kurang rapi tapi maklum dgn harga segitu,terimakasih utk pelayananya,,bagus semoga berkah,;Asli;Asli;Palsu;Asli;Asli;Palsu;Asli
fajarahmad219;Pesanan belum sampai.;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
fajriahrisma;Semoga awet, aamiin;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
falensmoelyadi;Kereenn bangeett sumpah sepatu nya... Kecebadai... Makasih toko nya amanah banget sehari sampe lohh;Asli;Palsu;Asli;Asli;Asli;Palsu;Palsu
fandrihilman;Cocok buat santai maupun olahraga, semoga barokah dan awet. Terimakasih seller 😁;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
faranzha;mantap;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
fathurrachman1988;respon penjual baik. fast respon Saya gak tau ini asli apa gak. Di diskripsi original 💯%,  untuk bicara kualitas silahkan nilai sendiri dr nonton videonya..;Palsu;Palsu;Palsu;Asli;Asli;Asli;Asli
fathurramadhani595;sedikit cacat;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
fendi.nici;Bagus 👍;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
ferdiansyahrizky86;Sesuai di foto;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
fikhiikhaldi;Pengiriman cepat penjual ramah barangnya jos sesuai pesanan;Asli;Palsu;Palsu;Palsu;Asli;Palsu;Palsu
fikrihidayat833;Lebih dari puas, semoga makin baik lagi;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
fildzakamilahazzahra;Kereen.. Respon seller baik sekali. Exprezzz pngirimannya.. Trimakasih seller. Sukses selalu utk usahanya...;Asli;Asli;Palsu;Asli;Asli;Asli;Palsu
firumcare;Overall oke lah. Semoga awet selama di pakai dan tidak mudah jebol;Asli;Asli;Asli;Asli;Asli;Asli;Asli
fitri_ajidirianti;Respon pnjual y baik pengrimn cpat cuman agak sdkit kcwa bekas lem y brantakan..selbihy sii bgus;Asli;Asli;Palsu;Asli;Asli;Asli;Asli
fitriadifitriadi409;Tali putih nya g sama dng di gambar;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
fitrihikmayati94;Bagus, tp ujung sepatunya kotor...;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
g*****o;mantap;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
gafbndckm2;puas dengan barang good job tapi lem kurang rapat dikit;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
geramadhan77;sesuai pesanan;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
ginanuraprilian;Walaupun cek outnya barang yg lain, tapi ga kalah ok Admin langsung gercep kasih tau kalo stok kosong Pesen kemaren hari ini udah sampai rmh. Makasih ka..semoga laris terus usahanya..;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
giopanninoppa;bagus sepatunya, ukuran pas, tidak kecawa beli disini, respon penjual jg baik, thx;Asli;Palsu;Palsu;Asli;Asli;Asli;Palsu
gitahayatinurani;barang'y oke sesuai pesanan... pengiriman'y juga cepet banget... seller'y fast respond... makasih...🙏🙏🙏;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
go1xjkxtuw;Mantap tpi sayng gak dikasih free kaos kaki hehe;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
gusalitradarj;Tampilan bagus, ukuran pas, packing bagus, pengiriman cepat, seller ramah. Terimakasih;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
guswahyu;Tidak sesuai pesanan,apa yang dipesan beda dengan yang dikirim;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
h*****0;Cool and Funtastic;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
had1ard1an;quality keren abis .cuakep poul wes taa lah;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
had1ard1an;Repeat order dpt bonus kaos kaki .Alhamdulillah minus lemnya kurang rata dan rapi aja . smoga awet note :kurir orange namanya gk sebagus realita pengiriman tujuan sby bisa 4 hr kerja ..;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
haerilqamran127;ukuran 42 nya panjang bnget.;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
hariio;Barang Original. Okelah untuk harga segini, ad beberapa bagian yg ga rapi. Tp namany barang reject pabrik yg jgn ngarep lebih😂🙏;Asli;Palsu;Asli;Asli;Asli;Palsu;Asli
hawaning81;Sepatunya g bkin mood utk d pakai, krn beda bentuk...yg knan agak menyot gtu jd jelek d pakai....😏😏😏;Asli;Asli;Asli;Asli;Asli;Asli;Asli
henienoer;Alhamdulillah barang sudah sampai.... Sangat memuaskan... Terimakasih seller Terimakasih shopee;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
heriyamun;Tampilanya begitulah adanya;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
hermanraharja;Pengiriman cepat..kwalitas sesuai harga...tapinyg penting enak dipakai;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
hermans_syah;Mantap cuma saya salah pilih ukuran beda merk beda ukuran;Asli;Palsu;Asli;Palsu;Asli;Asli;Palsu
hermawahermawan81;Kenapa ngga konfirmasi dulu ya kalau mau ganti spek atau tipe sepatunya. Yang di etalase sama yang di kirim beda spek nya. Semoga Sukses buat Agan selernya.;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
herzpoer;Sesuai real pict brg bagus tapi fisik sortiran quality control pabrikan kayak lem yg tdk rapih over all okee..;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
hudawahudi;Tidak sesuai ekspektasi.... Sudah pengiriman lama...eh datengnya begini...☹️;Asli;Asli;Palsu;Asli;Asli;Asli;Asli
humaidsyahrulfikri;- Sepatunnya bagus. - Sarab yanng mau beli kalau biasannya pakai 42, lebih baik beli size 41. Karene 42 nya seperti nomer 43. - Pengiriman cepat, respon penjual ramah dan cepat.;Asli;Palsu;Palsu;Asli;Asli;Palsu;Palsu
hvsz_okb_1;Asli Lurr...keren..ga ngadi-ngadi...sesuai ekspetasi sesuai deskripsi, semoga awet. Krn konsumen itu yg dilihat awal ...dr mata...berimajinasi mantasin kaki...lalu tertarik...👍👍;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
i*****5;Barang datang sesuai dengan pesanan. Ini order untuk pertama kalinya. Semoga awet dan berfungsi dengan baik.;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
ikbarrahmannurhakim;Mantap sesuai pesanan;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
ikomangano;Kualitas OK dgn harga yg relatif terjangkau;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
ilhamakbarfauzi;Alhamdulillah papa suka. Thanks yaa Sukses terus;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
illarazmidaummulwasis;Mantap;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
imantri12;Diterima dengan baik;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
indrayosflorian;Keren..;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
iqbal_nmwsh;Pesen yang mana yg dikirim yang mana?;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
irachu27;Agak kecewa soal  tali warna y beda. Untuk sepatu y boleh lah. Cuman lebih jeli lagi untuk paking y. Masa gara gara tali bikin konsumen kecewa. Kita kasih bintang 3 aja;Asli;Asli;Asli;Asli;Asli;Palsu;Asli
irfanirfan554;Masik kurang wow lah kurang pas lem ya kelihatan;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
irusgopeel;Barang bagus, paket mendarat dengan selamat. Sudah cek, kondisi baik. Terima kasih mudah mudahan awet;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
irzagunawan;Alhamdulillah paket udh sampe bagus sesuai sama yg digambar, seller nya juga baik bgt stok yg diminta ga ada langsung confirmasi kasih alternatif good job lah buat seller makasih;Asli;Asli;Asli;Asli;Asli;Palsu;Palsu
italyoung06;baguus dan cantik ukuran juga pas,fast respon jugaa;Asli;Asli;Palsu;Palsu;Asli;Asli;Palsu
itasukawinata;"Produk bagus, ringan kaya original, tp mudah""""n emang original, cm kaya riject pabrik kurang lem gitu, soalnya terlihat ada kasih bekas lem manual, tapi barang emang kayanya asli, no kw-kw...👍";Asli;Palsu;Asli;Palsu;Asli;Palsu;Palsu
iyan06554;baik;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
jarrotedo;Warna tidak sesuai pesanan 😡;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
jaya_grosir.9;Sepatunya bagus, ringan Pengiriman cpt respon penjual juga ok;Asli;Palsu;Palsu;Asli;Asli;Palsu;Palsu
jolin_yuhua;Packingnya nya aman bangettt, rapii.. ga ad penyok dari boxnya .. sepatunya juga bagus banget ,memuaskan hasilnyaa, sesuai ekspetasi .. ukuran juga pas , proses pengiriman nya cepat, suka sama produknya , ga nysel , thnks min;Asli;Asli;Palsu;Palsu;Asli;Palsu;Palsu
joni_pranata46;untuk harga segitu mash masuk banget sh,;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
k*****4;mantab;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
k*****4;Hanya demi 9k500,anda gadaikan kepercayaan costumer,mengecewakan,kenapa susah tuk berbuat jujur?;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
k.will0506;Top.;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
kangepoel;Cakep;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
kania_amara29;Realpict sesuai sama gambarnya ,suka bangett empuk di pakenya ,semoga awett 👍👍;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
kapoorhendra;Recomended;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
kartiniai123;Mantap, tidak mengecewakan. Terimakasih;Palsu;Asli;Asli;Palsu;Asli;Asli;Palsu
keenanyasmin;bagus lumayan dengan harga segitu;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
kemalfadillah189;Ku kira suede nya hidup hehe, tapi sesuai lah;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
keysanovalia341;Bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
khalifah11;sepatu nya berat kayak sepatu pendaki. ga enak di bawa lari 🥵;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
khoirulanwar966;Barang lumayan tapi lemnya kurang rapi;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
khoirullohalhodri;Sangap puas, barang sesuai gambar Kualitas jossssss;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
khozinovich;Sebaiknya klo model yg stock nya tdk ready, diupdate, agar saat di eksekusi tdk dialihkan ke model lain yg ready.  Tks;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
kisfahruddin;Barang ori ,, minus bagian bawah lemnya ada yang kurang rapi .. tpi okee lah;Asli;Asli;Asli;Asli;Asli;Asli;Asli
krisnairmawan;Size tidak setandar 42 seperti 30 dan 28 seperti 26 anak2 .. hati2 jika membeli jangan percaya size;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
kriztiant;Ukuran sepatunya kya ukuran 40 agak longgar padahal mesen ukuran 39 1/3;Asli;Asli;Asli;Asli;Asli;Asli;Asli
krstyanyulianto22;bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
kurniawansos;kwalitas sangat baik sesuai harga.trims.;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
l*****g;Barang bagus tapi packing parah cuma di platikin gitu padahal bukan barang 10k or 20k tapi gak mau modal packing bubble or di bungkus biar gak cuma plastik bening gitu. Nah kalo di tuker orang iseng gimana kalo tau itu barang bagus cz keliatan dari dus nya.;Palsu;Asli;Palsu;Palsu;Asli;Palsu;Asli
lalamya77;Topppppppp;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
liviyaliviya634;Bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
lutfi76;barang mantaapp harga merakyat;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
lzvyge928r;lumayan,;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
m*****7;Sepatu nya bener² bagus,real pict,toko amanah,next order;Asli;Palsu;Asli;Asli;Asli;Asli;Palsu
m*****a;Oke;Asli;Asli;Asli;Palsu;Palsu;Palsu;Palsu
m*****o;Cukup bagus cukup bagus cukup bagus  cukup bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
mahendrabimo086;tidak sesuai;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
mamahmamah546;cakep;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
mamasplay;Salut sama toko ini, barang sampai dengan cepat dan mlus di rmh. Ga ada rijek sama sekali, Foto Real no kaleng kaleng..sukses terus buat tokonya, semoga semakin maju kedepannya dan selalu amanah..aminn;Asli;Palsu;Asli;Palsu;Asli;Palsu;Palsu
man.wahyudi;mantap;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
manunggal_jayaabadi;kurang suka dengan lem nya kurang baek, talinya lemes banget pendek jga;Asli;Asli;Asli;Asli;Asli;Asli;Asli
marienovita689;Barang ori,next order lagi sangat puas blj d toko ini;Asli;Palsu;Asli;Palsu;Asli;Asli;Palsu
martinusmartinus622;oke;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
mas_arby;Barang diteeima sesuai pesanan, respon seller cepat, ramah baik.. sukses selalu..;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
mastionurlahiqbal;Jadilah penjual yang amanah. Jagn merugikan atau buat kecewa pembeli. Kalian sebagai penjual jagn hanya memikirkan untung saja dari dagangan kalian. Pikirkan juga kualitas produk kalian. Kasian pembeli yg susah ekonomi nya apa bila nanti mendapatkan brg yg cacat seperti ini.;Asli;Palsu;Asli;Palsu;Asli;Palsu;Asli
masziel232;Baguss.... Terimakasih;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
mbahipul12345;Kayaknya ngga ori si menurutku, soalnya punya yg ori dan pernah kerja juga di pabrik produksi adidas. Lemnya ngga rapi, tapi ya sesuai harga. Order model lain tpi kosong, jdi terpaksa milih ini.;Asli;Palsu;Asli;Palsu;Asli;Palsu;Asli
mellywijaya957;Kekecilan Salah ambil ukuran Produknya baik, bagus .... thanks...😊;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
mift_21;Pesen htam outsol putih yg dtang full htam kcewa sih;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
miftahul750;baguss sesuai pesanan;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
misterdayat;Sayangnya kemasan penyok2..  untung barangnya gpp..  warna & ukuran sesuai order..;Asli;Asli;Palsu;Asli;Asli;Asli;Asli
momoborne;keren;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
moniccamonicca894;Yg di kirim tidak sesuai gambar;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
mrz_accs;bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
mrzrizky;Bad attitude ... Cacat bagian belakang;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
muh.irfan.r;Worth it;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
muhammadafdhal26;Barang mantap boskuh;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
muhammadagusbakhrudin;Mantap bosku. Pas jos.;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
muhammadalfiandi088;barang oke tapi sayang barang kotor dan lem belepotan semua;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
muhammadarifan17;Recommended;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
muhammadsaifudinhidayat;Respon penjual cepat , pengiriman juga cepat .. Alhamdulillah cocok dan pas .. Sesuai di gambar _ Semoga awet dan next akan beli disini lagi 🤩🤩;Asli;Palsu;Palsu;Asli;Asli;Asli;Palsu
mukliizz;Luar biasa;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
mulyaaartaa;Tidk sesuai ekspektasi trllu kcill;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
muslichatun1983;Harga premium kwalitas KW;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
muss.heree;baguss sepatunya, tapi sedikit kebesaran di kaki saya. gapapa lah biar awet👍👍👍. sedikit koreksi dari saya, di bagian bawahnya agak kelopek gitu warna hitamnya, kira-kira kenapa ya? semoga kedepannya seller bisa lebih teliti lagi dalam hal seperti ini, walaupun hal kecil. terimakasih seller 🤍;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
n*****a;Jelek bngt brg nya kya sepatu bekas, kotor  kuning buluk asli baru kali ini beli sepatu online yg kecewa banget😭;Asli;Asli;Asli;Asli;Palsu;Asli;Palsu
n*****f;nyaman;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
n07g53t807;Mantap min...;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
nanangwasito74;Bagus sepatunya semoga awet;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
nancylesmana1104;Barang nya cpt sampai, terimakasih, recomended;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
ngahmoyo;Tak ada pegangan tali lagi 1... Sungguh kecewa😢;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
niconirwana;bagus;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
nikode27mus;Sepatu nya mantap, tidak menyesal beli di toko ini.👍👍;Asli;Palsu;Asli;Palsu;Asli;Asli;Palsu
nirwanaq1;Agak kekecilan sih, untuk sepatu bagus sesuai gambar. Next pasti order lagi. Tks min;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
nochana;Harusny 40-41 .....ini sz 39 ngepas  banget bnget ...ga blh tuker;Asli;Asli;Asli;Asli;Asli;Asli;Asli
norsudarmin;Barang bagus.. sesuai pesanan.. semoga laris jualanya.. mantaap;Asli;Asli;Asli;Asli;Asli;Asli;Palsu
nurfaizah1975;Pengiriman cepat sesuai gambar,biasanya ukuran 41 pas ini kebesaren;Asli;Asli;Palsu;Asli;Asli;Palsu;Palsu
nurhayyi_77;lumayan sesuai harga;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
nurularsaka;Mau mengajukan pengembalian tp udh harus ke luar kota,niat mau di pake malah barangnya salah. Lebih teliti lagi min sebelum di kemas cek dulu barangnya sesuai apa engga saya kan beli bukan minta;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
ogi.amin;Rekomend, nyaman dipakai harga terjangkau;Asli;Asli;Asli;Palsu;Asli;Asli;Asli
oo5i7vgqus;Ini lucu ini. Beda warna 😅;Asli;Asli;Asli;Palsu;Asli;Asli;Palsu
p*****_;baik;Asli;Asli;Asli;Palsu;Asli;Palsu;Asli
p*****a;cocok buat olahraga tapi mau dipakai untuk santai jalan jalan tetep oke ya;Asli;Asli;Asli;Asli;Palsu;Asli;Palsu
p*****a;bagus sesuai gambar nyaman enak dipakai dan pas dikaki mantap;Asli;Asli;Asli;Asli;Palsu;Asli;Palsu
panjuna99;good;Asli;Asli;Asli;Palsu;Asli;Palsu;Palsu
